product_id,id_web,sku,post_title,price,total_sales,chiffre_affaires,z_score,categorie
6573,15473,15473,Marc Colin Et Fils Chassagne-Montrachet 1er Cru Les Champs Gain 2017,68.3,1,68.3,1.288431773543431,ordinaire
4405,13230,13230,Cognac Frapin Château de Fontpinot XO 1/2,68.1,0,0.0,1.2812352102325621,ordinaire
4617,10459,10459,Alphonse Mellot Sancerre Rouge Génération XIX 2011,67.5,0,0.0,1.2596455202999561,ordinaire
4573,13604,13604,Château de Meursault Beaune-Grèves Les Trois Journaux 1er Cru 2015,67.2,0,0.0,1.248850675333653,ordinaire
5063,15715,15715,Lucien Boillot Pommard 1er Cru Les Croix Noires 2017,67.0,0,0.0,1.2416541120227842,ordinaire
5545,14827,14827,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Caillerets 1er Cru 2016,65.9,7,461.3,1.202073013813006,ordinaire
5069,15344,15344,Albert Mann Pinot Noir Les Saintes Claires 2017,65.0,0,0.0,1.1696884789140964,ordinaire
5002,14580,14580,David Duband Morey-Saint-Denis 1er Cru Les Broc 2016,64.9,0,0.0,1.1660901972586624,ordinaire
5820,15240,15240,Maison Trimbach Riesling Cuvée Frédéric Emile 2012,63.5,0,0.0,1.1157142540825806,ordinaire
5818,15241,15241,Maison Trimbach Riesling Grand Cru Schlossberg 2015,63.5,0,0.0,1.1157142540825806,ordinaire
5611,15945,15945,Domaine Weinbach Riesling Grand Cru Schlossberg Cuvée Ste Catherine 2018,63.4,1,63.4,1.1121159724271463,ordinaire
4401,3506,3506,Cognac Frapin VSOP,62.5,1,62.5,1.079731437528237,ordinaire
6107,14101,14101,Stéphane Tissot Arbois Vin Jaune En Spois 2011,62.4,0,0.0,1.0761331558728024,ordinaire
4630,793,793,Marcel Windholtz Eau de Vie de Coing,62.4,4,249.6,1.0761331558728024,ordinaire
4635,798,798,Marcel Windholtz Eau de Vie de Kirsch d'Alsace Réserve Particulière,62.4,0,0.0,1.0761331558728024,ordinaire
5027,11997,11997,Champagne Agrapart &amp; Fils Terroirs Brut Blanc de Blancs Grand Cru,62.1,0,0.0,1.0653383109064993,ordinaire
4396,9636,9636,Wemyss Malts Blended Malt Scotch Whisky The Hive 12 ans,62.0,0,0.0,1.061740029251065,ordinaire
5544,14828,14828,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2016,61.6,0,0.0,1.0473469026293274,ordinaire
4597,14000,14000,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2016,61.6,2,123.2,1.0473469026293274,ordinaire
5523,15862,15862,Domaine Chambeyron Côte Rôtie Lancement 2017,60.4,1,60.4,1.0041675227641147,ordinaire
4043,14980,14980,Pierre Gaillard Côte Rôtie Esprit de Blonde 2017,60.0,3,180.0,0.9897743961423773,ordinaire
4069,11862,11862,Gilles Robin Hermitage Rouge 2012,60.0,0,0.0,0.9897743961423773,ordinaire
5932,523,523,Cognac Normandin Mercier VFC,59.9,0,0.0,0.9861761144869429,ordinaire
5067,15346,15346,Albert Mann Pinot Noir Grand H 2017,59.9,16,958.4,0.9861761144869429,ordinaire
5068,15345,15345,Albert Mann Pinot Noir Grand P 2017,59.9,0,0.0,0.9861761144869429,ordinaire
4394,13766,13766,Wemyss Malts Blended Malt Scotch Whisky Treacle Chest,59.8,0,0.0,0.9825778328315085,ordinaire
5574,8463,8463,Domaine Huet Vouvray Le Mont Moelleux Première Trie 2008,59.6,0,0.0,0.9753812695206399,ordinaire
4253,6616,6616,Domaine Huet Vouvray Le Clos du Bourg Moelleux Première Trie 2008,59.6,0,0.0,0.9753812695206399,ordinaire
5004,15871,15871,David Duband Vosne Romanée 2017,59.4,2,118.8,0.9681847062097709,ordinaire
4150,1366,1366,Champagne Mailly Grand Cru Intemporelle 2010,59.0,1,59.0,0.9537915795880335,ordinaire
4397,12639,12639,Wemyss Malts Blended Malt Scotch Whisky The Hive Batch Strength,59.0,0,0.0,0.9537915795880335,ordinaire
4398,12641,12641,Wemyss Malts Blended Malt Scotch Whisky Peat Chimney Batch Strength,59.0,0,0.0,0.9537915795880335,ordinaire
4399,12640,12640,Wemyss Malts Blended Malt Scotch Whisky Spice King Batch Strength,59.0,1,59.0,0.9537915795880335,ordinaire
4619,11049,11049,Alphonse Mellot Sancerre Rouge En Grands Champs 2012,59.0,0,0.0,0.9537915795880335,ordinaire
4348,12586,12586,Champagne Egly-Ouriet Grand Cru Brut Tradition,59.0,0,0.0,0.9537915795880335,ordinaire
4213,15718,15718,Lucien Boillot Volnay 1er Cru Les Angles 2017,58.8,0,0.0,0.9465950162771646,ordinaire
4627,805,805,Marcel Windholtz Eau de Vie de Poire Williams Réserve Particulière,58.3,4,233.2,0.9286036079999926,ordinaire
5563,19821,19821,Tempier Bandol Tourtine 2017,58.0,0,0.0,0.9178087630336896,ordinaire
5561,19820,19820,Tempier Bandol Migoua 2017,58.0,0,0.0,0.9178087630336896,ordinaire
5552,13520,13520,Thierry Germain Saumur Blanc Clos Roman 2016,57.7,0,0.0,0.9070139180673866,ordinaire
5817,14600,14600,Maison Trimbach Riesling Grand Cru Geisberg 2012,57.6,0,0.0,0.9034156364119522,ordinaire
5712,14241,14241,Albert Mann Gewurztraminer Vendanges Tardives Altenbourg 2015,57.6,1,57.6,0.9034156364119522,ordinaire
4393,13765,13765,Wemyss Malts Blended Malt Scotch Whisky Vanilla Burst,57.0,0,0.0,0.8818259464793459,ordinaire
5743,14323,14323,Domaine Clerget Vosne-Romanée Les Violettes 2015,57.0,0,0.0,0.8818259464793459,ordinaire
5912,15227,15227,Kingsbarns Distillery Lowland Single Malt Whisky,57.0,0,0.0,0.8818259464793459,ordinaire
5829,15329,15329,Agnès Levet Côte Rôtie Péroline 2017,57.0,3,171.0,0.8818259464793459,ordinaire
4616,14371,14371,Alphonse Mellot Sancerre Rouge La Demoiselle 2015,57.0,0,0.0,0.8818259464793459,ordinaire
5615,15923,15923,"Albert Boxler Pinot Gris Grand Cru Sommerberg ""W"" 2016",56.4,0,0.0,0.8602362565467395,ordinaire
5967,11669,11669,Zind-Humbrecht Gewurztraminer Clos Windsbuhl 2012,56.3,0,0.0,0.856637974891305,ordinaire
5819,11933,11933,Maison Trimbach Riesling Cuvée Frédéric Emile 2008,56.0,1,56.0,0.845843129925002,ordinaire
5010,15073,15073,Domaine des Comtes Lafon Monthélie 1er Cru Les Duresses 2017,55.6,0,0.0,0.8314500033032645,ordinaire
4711,16119,16119,Albert Mann Riesling Grand Cru Schlossberg 2018,55.4,1,55.4,0.8242534399923956,ordinaire
5827,15328,15328,Agnès Levet Côte Rôtie Maestria 2017,55.0,3,165.0,0.8098603133706581,ordinaire
5465,16034,16034,Clos du Mont-Olivet Châteauneuf-du-Pape 2007,54.8,3,164.4,0.8026637500597893,ordinaire
7247,13127-1,13127-1,Clos du Mont-Olivet Châteauneuf-du-Pape 2007,54.8,0,0.0,0.8026637500597893,ordinaire
4908,14395,14395,Alphonse Mellot Sancerre Blanc Edmond 2016,53.2,4,212.8,0.7450912435728394,ordinaire
4142,11641,11641,Champagne Gosset Grand Millésime 2006,53.0,30,1590.0,0.7378946802619705,ordinaire
4626,807,807,Marcel Windholtz Eau de Vie de Prunelle Sauvage,52.9,0,0.0,0.7342963986065361,ordinaire
6632,15794,15794,Weingut Besson-Strasser Zürich Pinot Noir Chlosterberg 2016,52.7,1,52.7,0.7270998352956675,ordinaire
5061,15711,15711,Lucien Boillot Gevrey Chambertin Les Evocelles 2017,52.6,0,0.0,0.723501553640233,ordinaire
4629,2534,2534,Marcel Windholtz Eau de Vie de Fraise,52.4,2,104.8,0.7163049903293641,ordinaire
4625,812,812,Marcel Windholtz Eau de Vie de Sureau,52.4,0,0.0,0.7163049903293641,ordinaire
4633,804,804,Marcel Windholtz Eau de Vie de Mirabelle d'Alsace Réserve Particulière,52.4,3,157.2,0.7163049903293641,ordinaire
4356,12585,12585,Champagne Egly-Ouriet Premier Cru Les Vignes de Vrigny,51.6,12,619.2,0.6875187370858892,ordinaire
6620,16046,16046,Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2005,51.0,0,0.0,0.6659290471532828,ordinaire
6920,15740,15740,Château Jean Faure Saint-Emilion Grand Cru 2015,50.5,0,0.0,0.6479376388761109,ordinaire
6663,16152,16152,Catherine et Claude Maréchal Pommard La Chanière 2017,50.4,0,0.0,0.6443393572206765,ordinaire
4606,15149,15149,Catherine et Claude Maréchal Volnay 2017,50.1,1,50.1,0.6335445122543735,ordinaire
4636,2361,2361,Marcel Windholtz Eau de Vie de Framboise d'Alsace,50.0,1,50.0,0.6299462305989391,ordinaire
4632,2179,2179,Marcel Windholtz Eau de Vie de Quetsch d'Alsace Réserve Particulière,50.0,0,0.0,0.6299462305989391,ordinaire
6926,15845,15845,Château Jean Faure Saint-Emilion Grand Cru 2016,49.9,1,49.9,0.6263479489435045,ordinaire
4970,11225,11225,Champagne Larmandier-Bernier Terre de Vertus Premier Cru 2011,49.5,0,0.0,0.6119548223217671,ordinaire
5925,15351,15351,Albert Mann Riesling Grand Cru Furstentum 2017,49.5,2,99.0,0.6119548223217671,ordinaire
4364,11585,11585,Wemyss Malts Blended Malt Scotch Whisky The Hive,49.5,1,49.5,0.6119548223217671,ordinaire
5486,16130,16130,Decelle-Villa Meursault 2018,49.5,9,445.5,0.6119548223217671,ordinaire
4392,11586,11586,Wemyss Malts Blended Malt Scotch Whisky Spice King,49.5,0,0.0,0.6119548223217671,ordinaire
4391,11467,11467,Wemyss Malts Blended Malt Scotch Whisky Peat Chimney,49.5,0,0.0,0.6119548223217671,ordinaire
4651,11849,11849,Thierry Germain Saumur Blanc Terres 2014,49.0,0,0.0,0.5939634140445952,ordinaire
4604,15660,15660,Catherine et Claude Maréchal Pommard La Chanière 2016,49.0,1,49.0,0.5939634140445952,ordinaire
4334,7818,7818,Champagne Gosset Grand Blanc de Blancs,49.0,96,4704.0,0.5939634140445952,ordinaire
4144,1662,1662,Champagne Gosset Grand Rosé,49.0,87,4263.0,0.5939634140445952,ordinaire
4658,13517,13517,Thierry Germain Saumur-Champigny Outre Terre 2016,48.8,0,0.0,0.5867668507337264,ordinaire
5548,13965,13965,Thierry Germain Saumur-Champigny Outre Terre 2017,48.8,0,0.0,0.5867668507337264,ordinaire
5003,15869,15869,David Duband Morey-Saint-Denis 2017,48.7,0,0.0,0.5831685690782922,ordinaire
5006,15870,15870,David Duband Nuits-Saint-Georges 2017,48.7,0,0.0,0.5831685690782922,ordinaire
5922,15343,15343,Albert Mann Pinot Noir Clos de la Faille 2017,48.5,17,824.5,0.5759720057674232,ordinaire
4211,15714,15714,Lucien Boillot Pommard 2017,48.5,1,48.5,0.5759720057674232,ordinaire
6666,16067,16067,Domaine Hauvette IGP Alpilles Dolia 2013,48.5,0,0.0,0.5759720057674232,ordinaire
6038,15318,15318,I Fabbri Chianti Classico Gran Selezione 2015,48.5,0,0.0,0.5759720057674232,ordinaire
5522,15861,15861,Domaine Chambeyron Côte Rôtie L'Angéline 2017,48.4,1,48.4,0.5723737241119888,ordinaire
